0,2022-03-06,0.2008,530,292
1,2022-02-21,0.469,111,912
2,2022-02-01,0.2286,853,3179
3,2022-01-29,0.1845,780,5682
4,2022-01-17,0.8064,247,3571
5,2022-03-06,0.6153,448,6048
6,2022-01-18,0.1428,611,6300
7,2022-03-19,0.0411,956,4125
8,2022-01-30,0.7668,193,6295
9,2022-01-22,0.2104,325,358
10,2022-02-27,0.5688,971,1251
11,2022-03-16,0.3413,973,2054
12,2022-03-02,0.9218,358,3784
13,2022-03-18,0.2006,659,462
14,2022-03-26,0.3913,156,2390
15,2022-01-12,0.5056,230,1507
16,2022-03-16,0.6272,343,5390
17,2022-03-05,0.7212,25,3608
18,2022-03-01,0.0694,251,4928
19,2022-03-15,0.5286,570,1319
20,2022-03-15,0.1434,987,2601
21,2022-03-19,0.0567,701,533
22,2022-02-03,0.4099,547,143
23,2022-01-15,0.6186,173,5931
24,2022-02-12,0.9328,379,314
25,2022-03-06,0.1435,106,5605
26,2022-01-19,0.2337,390,28
27,2022-03-08,0.5627,833,3174
28,2022-03-09,0.7687,122,1839
29,2022-01-29,0.7622,36,4617
30,2022-01-26,0.5456,20,5315
31,2022-01-27,0.824,487,4681
32,2022-03-18,0.6448,289,5616
33,2022-03-19,0.616,460,6128
34,2022-02-22,0.2377,502,5018
35,2022-02-16,0.25,651,3727
36,2022-02-22,0.4791,920,1254
37,2022-03-10,0.4542,900,2950
38,2022-03-06,0.2238,293,5219
39,2022-03-17,0.731,986,3182
40,2022-02-08,0.9991,903,1313
41,2022-01-21,0.3681,21,3536
42,2022-03-16,0.8055,147,348
43,2022-02-06,0.4599,727,4435
44,2022-01-17,0.8517,411,1024
45,2022-01-06,0.8401,361,1704
46,2022-02-16,0.9419,431,3422
47,2022-02-06,0.4606,463,3636
48,2022-01-02,0.9524,474,2978
49,2022-02-10,0.3378,681,3267
50,2022-03-09,0.1331,542,1686
51,2022-01-19,0.246,729,1564
52,2022-03-25,0.5684,970,5974
53,2022-03-11,0.6593,633,2977
54,2022-01-09,0.9004,561,6258
55,2022-01-04,0.7921,383,5275
56,2022-01-18,0.3069,402,1157
57,2022-01-23,0.4702,555,5343
58,2022-02-10,0.4523,926,6345
59,2022-03-05,0.8701,422,416
60,2022-01-06,0.1994,345,4519
61,2022-02-10,0.8899,675,3148
62,2022-02-09,0.9371,442,1477
63,2022-01-05,0.9432,24,5684
64,2022-01-12,0.2065,581,5464
65,2022-01-18,0.1723,763,5575
66,2022-03-16,0.5634,159,5253
67,2022-03-18,0.4019,800,1620
68,2022-02-23,0.1507,324,3838
69,2022-01-20,0.2457,756,1069
70,2022-01-05,0.7626,498,2590
71,2022-02-21,0.6104,781,5016
72,2022-03-16,0.5306,643,289
73,2022-03-08,0.6762,805,535
74,2022-03-01,0.0858,8,432
75,2022-02-05,0.3315,92,2566
76,2022-01-25,0.9316,365,1663
77,2022-01-14,0.7436,980,1744
78,2022-03-17,0.3076,67,2973
79,2022-01-22,0.6232,323,4779
80,2022-03-02,0.9045,457,3891
81,2022-02-17,0.3386,179,2373
82,2022-01-07,0.3032,821,4602
83,2022-01-06,0.1598,901,1245
84,2022-02-10,0.1633,121,4360
85,2022-03-01,0.9102,419,1296
86,2022-02-13,0.5617,643,3846
87,2022-02-19,0.6999,287,5652
88,2022-03-01,0.848,255,928
89,2022-01-18,0.6639,150,3644
90,2022-03-09,0.0971,40,1110
91,2022-01-19,0.8802,484,3107
92,2022-02-16,0.4769,785,163
93,2022-02-02,0.5862,837,2968
94,2022-03-09,0.9309,598,4685
95,2022-01-26,0.1818,915,162
96,2022-02-17,0.9703,969,5503
97,2022-03-06,0.5668,906,2783
98,2022-02-06,0.9878,907,3030
99,2022-03-03,0.0689,138,5112
100,2022-03-26,0.3001,403,1224
101,2022-02-18,0.111,957,6479
102,2022-03-19,0.9604,201,5195
103,2022-03-01,0.3207,728,6494
104,2022-02-26,0.9488,85,2905
105,2022-03-20,0.6028,818,4052
106,2022-01-24,0.016,912,4835
107,2022-02-20,0.4177,173,2991
108,2022-02-03,0.8513,196,4205
109,2022-01-25,0.2802,532,192
110,2022-02-06,0.4896,927,1367
111,2022-02-09,0.052,244,5738
112,2022-03-24,0.3066,459,3546
113,2022-03-11,0.3375,279,6143
114,2022-01-20,0.9951,672,3752
115,2022-02-15,0.6594,340,4516
116,2022-02-06,0.0314,892,5113
117,2022-03-11,0.0107,587,157
118,2022-01-11,0.3027,204,3851
119,2022-01-12,0.38,36,5695
120,2022-03-02,0.6719,713,3073
121,2022-03-05,0.3356,822,4199
122,2022-01-10,0.8536,802,3477
123,2022-03-25,0.4072,350,1084
124,2022-02-06,0.9429,736,2142
125,2022-02-12,0.5524,500,2307
126,2022-03-03,0.2667,935,3685
127,2022-01-22,0.9188,86,5457
128,2022-02-06,0.9133,882,4168
129,2022-01-01,0.8958,23,1052
130,2022-02-10,0.8062,109,1990
131,2022-02-11,0.0744,382,532
132,2022-01-01,0.154,820,1941
133,2022-02-10,0.7789,884,617
134,2022-01-16,0.0096,13,6033
135,2022-03-20,0.807,891,5058
136,2022-03-01,0.0704,596,5129
137,2022-01-02,0.9656,992,3774
138,2022-03-18,0.631,338,6439
139,2022-03-10,0.6649,627,999
140,2022-01-23,0.0562,142,1634
141,2022-02-14,0.918,948,664
142,2022-01-03,0.1856,735,750
143,2022-01-23,0.0038,810,5616
144,2022-02-12,0.2331,51,5873
145,2022-02-12,0.0794,328,5123
146,2022-01-29,0.5293,487,1616
147,2022-03-01,0.7082,507,4959
148,2022-02-13,0.7063,480,2359
149,2022-02-14,0.7316,606,501
150,2022-02-16,0.4425,519,51
151,2022-03-24,0.0796,997,1619
152,2022-01-16,0.2633,899,4440
153,2022-01-07,0.5754,193,5734
154,2022-02-10,0.124,779,620
155,2022-03-15,0.1882,868,2632
156,2022-01-24,0.7563,233,1330
157,2022-01-19,0.3947,856,4852
158,2022-01-29,0.2967,422,4150
159,2022-02-04,0.6406,223,3494
160,2022-01-27,0.2509,353,6024
161,2022-01-05,0.2408,7,5364
162,2022-02-05,0.8906,699,2061
163,2022-02-09,0.2814,165,529
164,2022-02-05,0.0616,505,2819
165,2022-02-13,0.9027,61,5077
166,2022-03-16,0.7557,440,654
167,2022-02-28,0.674,920,5866
168,2022-01-27,0.4459,762,5525
